Complete graph 
 38 nodes
 703 arcs
 1 2 3 -10
 13 22 53 -40
 13 23 17 -6
 13 24 63 -40
 13 25 41 -21
 13 26 30 -53
 13 27 58 -9
 13 28 9 -12
 13 29 11 -15
 13 30 11 -38
 13 31 10 -34
 13 32 2 -8
 13 33 5 -7
 13 34 11 -29
 13 35 13 -5
 13 36 18 -25
 13 37 29 -5
 13 38 14 -11
 14 15 6 -13
 14 16 32 -20
 14 17 30 -16
 14 18 15 -72
 14 19 73 -13
 14 20 41 -58
 14 21 9 -68
 14 22 14 -31
 14 23 39 -9
 14 24 35 -25
 14 25 10 -16
 14 26 37 -48
 14 27 48 -58
 14 28 6 -1
 14 29 58 -45
 14 30 2 -14
 14 31 70 -51
 14 32 28 -29
 14 33 10 -6
 14 34 25 -54
 14 35 0 -7
 14 36 38 -63
 14 37 32 -18
 14 38 57 -75
 15 16 37 -20
 15 17 8 -18
 15 18 2 -6
 15 19 67 -37
 15 20 30 -10
 15 21 33 -69
 15 22 11 -11
 15 23 84 -50
 15 24 27 -3
 15 25 1 -7
 15 26 90 -14
 15 27 26 -7
 15 28 18 -7
 15 29 89 -30
 15 30 0 -4
 15 31 63 -27
 15 32 0 -1
 15 33 20 -42
 15 34 23 -22
 15 35 16 -64
 15 36 21 -43
 15 37 63 -63
 15 38 14 -79
 16 17 58 -13
 16 18 5 -31
 16 19 53 -46
 16 20 14 -9
 16 21 34 -46
 16 22 1 -12
 16 23 52 -36
 16 24 89 -19
 16 25 76 -7
 16 26 14 -37
 16 27 11 -12
 16 28 76 -16
 16 29 44 -52
 16 30 27 -85
 16 31 28 -48
 16 32 5 -8
 16 33 52 -25
 16 34 36 -31
 16 35 83 -22
 16 36 6 -2
 16 37 30 -45
 16 38 5 -15
 17 18 4 -8
 17 19 58 -77
 17 20 1 0
 17 21 8 -40
 17 22 6 -26
 17 23 9 -79
 17 24 40 -18
 17 25 34 -26
 17 26 5 -39
 17 27 30 -84
 17 28 67 -53
 17 29 24 -45
 17 30 3 -3
 17 31 44 -5
 17 32 0 0
 17 33 10 -96
 17 34 7 0
 17 35 20 -21
 17 36 52 -27
 17 37 0 0
 17 38 7 -33
 18 19 11 -10
 18 20 15 -37
 18 21 28 -46
 18 22 35 -72
 18 23 51 -82
 18 24 83 -10
 18 25 73 -20
 18 26 24 -33
 18 27 18 -6
 18 28 28 -36
 18 29 73 -29
 18 30 87 -17
 18 31 33 -60
 18 32 37 -17
 18 33 13 -35
 18 34 16 -17
 18 35 1 -1
 18 36 10 -27
 18 37 11 -14
 18 38 26 -13
 19 20 20 -60
 19 21 20 -67
 19 22 39 -17
 19 23 18 -42
 19 24 33 -62
 19 25 9 -32
 19 26 58 -79
 19 27 2 -7
 19 28 26 -20
 19 29 12 -34
 19 30 20 -78
 19 31 38 -74
 19 32 16 -3
 19 33 86 -21
 19 34 44 -16
 19 35 2 -25
 19 36 78 -26
 19 37 61 -43
 19 38 23 -16
 20 21 28 -56
 20 22 51 -39
 20 23 55 -38
 20 24 3 -6
 20 25 36 -72
 20 26 36 -39
 20 27 11 -66
 20 28 31 -8
 20 29 7 -11
 20 30 15 -44
 20 31 4 -11
 20 32 57 -50
 20 33 67 -45
 20 34 30 -57
 20 35 14 -6
 20 36 8 -45
 20 37 59 -71
 20 38 39 -73
 21 22 22 -47
 21 23 13 -16
 21 24 37 -38
 21 25 8 -14
 21 26 17 -68
 21 27 5 -3
 21 28 58 -54
 21 29 86 -27
 21 30 5 -38
 21 31 71 -15
 21 32 26 -57
 21 33 27 -22
 21 34 18 -8
 21 35 12 -4
 21 36 33 -73
 21 37 17 -31
 21 38 6 -4
 22 23 24 -48
 22 24 0 -1
 22 25 45 -39
 22 26 43 -47
 22 27 5 -49
 22 28 36 -15
 22 29 78 -45
 22 30 1 0
 22 31 9 -32
 22 32 34 -54
 22 33 27 -50
 22 34 25 -44
 22 35 3 -2
 22 36 59 -22
 22 37 17 -76
 22 38 42 -57
 23 24 40 -10
 23 25 91 -29
 23 26 39 -49
 23 27 5 -7
 23 28 25 -3
 23 29 88 -16
 23 30 97 -14
 23 31 68 -22
 23 32 13 -89
 23 33 24 -52
 23 34 2 -16
 23 35 1 -19
 23 36 41 -24
 23 37 46 -12
 23 38 3 -16
 24 25 36 -62
 24 26 43 -67
 24 27 34 -4
 24 28 58 -40
 24 29 64 -47
 24 30 49 -53
 24 31 76 -56
 24 32 1 -3
 24 33 52 -64
 24 34 62 -42
 24 35 31 -89
 24 36 46 -26
 24 37 15 -92
 24 38 19 -3
 25 26 35 -60
 25 27 6 -53
 25 28 36 -87
 25 29 24 -49
 25 30 20 -92
 25 31 40 -62
 25 32 15 -33
 25 33 17 -97
 25 34 20 -29
 25 35 2 -3
 25 36 55 -12
 25 37 63 -74
 25 38 52 -15
 26 27 8 -52
 26 28 58 -27
 26 29 24 -71
 26 30 63 -26
 26 31 11 -18
 26 32 29 -34
 26 33 44 -39
 26 34 56 -76
 26 35 25 -37
 26 36 52 -25
 26 37 23 -54
 26 38 1 -3
 27 28 34 -22
 27 29 4 -6
 27 30 28 -68
 27 31 88 -16
 27 32 5 -18
 27 33 14 -65
 27 34 44 -55
 27 35 21 -30
 27 36 21 -36
 27 37 10 -50
 27 38 6 -11
 28 29 13 -76
 28 30 54 -22
 28 31 32 -59
 28 32 56 -62
 28 33 39 -53
 28 34 22 -3
 28 35 76 -21
 28 36 52 -84
 28 37 22 -6
 28 38 12 -4
 29 30 36 -48
 29 31 5 -33
 29 32 32 -80
 29 33 3 -8
 29 34 19 -34
 29 35 10 -48
 29 36 33 -13
 29 37 46 -38
 29 38 25 -25
 30 31 2 -1
 30 32 2 -1
 30 33 49 -29
 30 34 1 -1
 30 35 9 -15
 30 36 3 -11
 30 37 29 -72
 30 38 2 -10
 31 32 23 -65
 31 33 40 -19
 31 34 8 -46
 31 35 37 -9
 31 36 69 -62
 31 37 7 -18
 31 38 54 -10
 32 33 51 -60
 32 34 6 -5
 32 35 74 -26
 32 36 84 -15
 32 37 65 -23
 32 38 10 -55
 33 34 12 -37
 33 35 15 -81
 33 36 20 -16
 33 37 52 -8
 33 38 58 -33
 34 35 71 -51
 34 36 24 -7
 34 37 60 -73
 34 38 9 -1
 35 36 35 -56
 35 37 42 -25
 35 38 88 -15
 36 37 70 -60
 36 38 25 -20
 37 38 93 -12
