Grid graph
 169 nodes
 312 arcs
 1 2 3 -3
 67 68 76 -54
 67 80 47 -53
 68 69 59 -70
 68 81 23 -31
 69 70 13 -15
 69 82 59 -74
 70 71 2 -2
 70 83 4 -3
 71 72 45 -49
 71 84 66 -60
 72 73 16 -19
 72 85 35 -31
 73 74 30 -38
 73 86 17 -12
 74 75 68 -59
 74 87 72 -64
 75 76 50 -44
 75 88 54 -68
 76 77 62 -64
 76 89 52 -64
 77 78 55 -48
 77 90 61 -65
 78 91 67 -64
 79 80 18 -21
 79 92 43 -43
 80 81 2 -2
 80 93 10 -9
 81 82 13 -12
 81 94 41 -41
 82 83 11 -15
 82 95 53 -44
 83 84 13 -16
 83 96 50 -36
 84 85 9 -10
 84 97 51 -48
 85 86 18 -22
 85 98 14 -13
 86 87 54 -76
 86 99 21 -20
 87 88 8 -6
 87 100 37 -26
 88 89 52 -57
 88 101 2 -2
 89 90 59 -63
 89 102 36 -43
 90 91 39 -43
 90 103 14 -10
 91 104 76 -59
 92 93 56 -53
 92 105 50 -61
 93 94 17 -18
 93 106 15 -10
 94 95 64 -73
 94 107 23 -25
 95 96 20 -29
 95 108 18 -16
 96 97 14 -15
 96 109 5 -7
 97 98 49 -39
 97 110 39 -48
 98 99 70 -49
 98 111 36 -52
 99 100 26 -34
 99 112 25 -32
 100 101 2 -2
 100 113 45 -45
 101 102 40 -38
 101 114 23 -25
 102 103 23 -17
 102 115 18 -26
 103 104 51 -52
 103 116 32 -24
 104 117 43 -57
 105 106 55 -76
 105 118 10 -10
 106 107 6 -8
 106 119 20 -18
 107 108 49 -58
 107 120 21 -27
 108 109 68 -68
 108 121 49 -55
 109 110 64 -71
 109 122 46 -57
 110 111 54 -55
 110 123 9 -10
 111 112 28 -21
 111 124 6 -7
 112 113 51 -50
 112 125 39 -47
 113 114 62 -66
 113 126 18 -21
 114 115 56 -42
 114 127 14 -17
 115 116 51 -65
 115 128 53 -68
 116 117 23 -22
 116 129 44 -44
 117 130 67 -49
 118 119 24 -18
 118 131 62 -61
 119 120 20 -23
 119 132 48 -61
 120 121 41 -34
 120 133 71 -60
 121 122 10 -14
 121 134 60 -78
 122 123 63 -67
 122 135 66 -67
 123 124 33 -38
 123 136 3 -2
 124 125 29 -25
 124 137 34 -46
 125 126 42 -54
 125 138 3 -2
 126 127 48 -49
 126 139 6 -7
 127 128 57 -55
 127 140 5 -6
 128 129 17 -21
 128 141 35 -43
 129 130 51 -50
 129 142 5 -6
 130 143 70 -55
 131 132 36 -25
 131 144 32 -41
 132 133 8 -8
 132 145 27 -34
 133 134 24 -18
 133 146 17 -19
 134 135 23 -19
 134 147 18 -16
 135 136 13 -15
 135 148 29 -35
 136 137 28 -34
 136 149 52 -66
 137 138 54 -42
 137 150 60 -62
 138 139 43 -42
 138 151 10 -8
 139 140 62 -65
 139 152 64 -52
 140 141 28 -20
 140 153 44 -35
 141 142 46 -64
 141 154 68 -54
 142 143 5 -4
 142 155 18 -19
 143 156 45 -44
 144 145 45 -48
 144 157 48 -69
 145 146 49 -44
 145 158 65 -74
 146 147 32 -43
 146 159 77 -56
 147 148 42 -34
 147 160 31 -24
 148 149 56 -42
 148 161 42 -30
 149 150 10 -9
 149 162 47 -57
 150 151 38 -40
 150 163 4 -5
 151 152 38 -32
 151 164 0 0
 152 153 15 -18
 152 165 6 -5
 153 154 26 -29
 153 166 20 -28
 154 155 7 -8
 154 167 25 -33
 155 156 42 -46
 155 168 58 -62
 156 169 67 -48
 157 158 36 -31
 158 159 46 -38
 159 160 28 -22
 160 161 51 -41
 161 162 30 -38
 162 163 2 -2
 163 164 37 -53
 164 165 16 -23
 165 166 38 -52
 166 167 1 -1
 167 168 13 -11
 168 169 22 -29
